2026-07-06 17:30:10,921	WARNING utils.py:458 -- Detecting docker specified CPUs. In previous versions of Ray, CPU detection in containers was incorrect. Please ensure that Ray has enough CPUs allocated. As a temporary workaround to revert to the prior behavior, set `RAY_USE_MULTIPROCESSING_CPU_COUNT=1` as an env var before starting Ray. Set the env var: `RAY_DISABLE_DOCKER_CPU_WARNING=1` to mute this warning.
[36m(TaskRunner pid=7621)[0m step:16 - global_seqlen/min:38905.000 - global_seqlen/max:38905.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:38905.000 - global_seqlen/balanced_max:38905.000 - global_seqlen/mean:38905.000 - actor/entropy_loss:0.810 - training/rollout_probs_diff_max:0.185 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.002 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.402 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.398 - actor/lr:0.000 - training/global_step:16.000 - training/epoch:0.000 - critic/score/mean:0.130 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.130 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.016 - critic/advantages/max:1.823 - critic/advantages/min:-1.823 - critic/returns/mean:-0.016 - critic/returns/max:1.823 - critic/returns/min:-1.823 - response_length/mean:129.761 - response_length/max:291.000 - response_length/min:55.000 - response_length/clip_ratio:0.000 - prompt_length/mean:716.000 - prompt_length/max:1328.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.125 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.875 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.875 - episode/success_rate:0.125 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.250 - timing_s/gen:34.243 - timing_s/reward:0.038 - timing_s/old_log_prob:9.377 - timing_s/ref:5.824 - timing_s/adv:0.255 - timing_s/update_actor:38.551 - timing_s/step:88.298 - timing_per_token_ms/gen:5.737 - timing_per_token_ms/update_actor:0.991 - timing_per_token_ms/adv:0.007 - timing_per_token_ms/ref:0.150 - perf/total_num_tokens:38905.000 - perf/time_per_step:88.298 - perf/throughput:440.612
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.263157894736842
[36m(TaskRunner pid=7621)[0m step:17 - global_seqlen/min:36929.000 - global_seqlen/max:36929.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:36929.000 - global_seqlen/balanced_max:36929.000 - global_seqlen/mean:36929.000 - actor/entropy_loss:0.807 - training/rollout_probs_diff_max:0.348 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.376 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.453 - actor/lr:0.000 - training/global_step:17.000 - training/epoch:0.000 - critic/score/mean:0.047 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.047 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.019 - critic/advantages/max:3.686 - critic/advantages/min:-0.974 - critic/returns/mean:-0.019 - critic/returns/max:3.686 - critic/returns/min:-0.974 - response_length/mean:155.860 - response_length/max:384.000 - response_length/min:63.000 - response_length/clip_ratio:0.047 - prompt_length/mean:702.953 - prompt_length/max:1487.000 - prompt_length/min:184.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.062 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.688 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.688 - episode/success_rate:0.062 - episode/nq_success_rate:0.083 - episode/hotpotqa_success_rate:0.000 - timing_s/gen:41.196 - timing_s/reward:0.037 - timing_s/old_log_prob:8.769 - timing_s/ref:5.443 - timing_s/adv:0.232 - timing_s/update_actor:35.793 - timing_s/step:91.479 - timing_per_token_ms/gen:6.147 - timing_per_token_ms/update_actor:0.969 - timing_per_token_ms/adv:0.006 - timing_per_token_ms/ref:0.147 - perf/total_num_tokens:36929.000 - perf/time_per_step:91.479 - perf/throughput:403.689
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 1.6956521739130435
[36m(TaskRunner pid=7621)[0m Training Progress:   6%|▌         | 18/300 [25:14<6:49:44, 87.18s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:   6%|▋         | 19/300 [26:36<6:41:23, 85.71s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:   7%|▋         | 20/300 [27:51<6:24:36, 82.42s/it]
[36m(TaskRunner pid=7621)[0m step:18 - global_seqlen/min:32232.000 - global_seqlen/max:32232.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:32232.000 - global_seqlen/balanced_max:32232.000 - global_seqlen/mean:32232.000 - actor/entropy_loss:0.754 - training/rollout_probs_diff_max:0.335 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.003 - actor/kl_coef:0.001 - actor/pg_loss:0.002 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.885 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.606 - actor/lr:0.000 - training/global_step:18.000 - training/epoch:0.000 - critic/score/mean:0.256 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.256 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.076 - critic/advantages/max:3.158 - critic/advantages/min:-3.973 - critic/returns/mean:-0.076 - critic/returns/max:3.158 - critic/returns/min:-3.973 - response_length/mean:142.769 - response_length/max:262.000 - response_length/min:68.000 - response_length/clip_ratio:0.000 - prompt_length/mean:683.692 - prompt_length/max:1396.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.250 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.438 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.438 - episode/success_rate:0.250 - episode/nq_success_rate:0.375 - episode/hotpotqa_success_rate:0.125 - timing_s/gen:34.778 - timing_s/reward:0.033 - timing_s/old_log_prob:7.978 - timing_s/ref:4.941 - timing_s/adv:0.265 - timing_s/update_actor:31.956 - timing_s/step:79.959 - timing_per_token_ms/gen:6.246 - timing_per_token_ms/update_actor:0.991 - timing_per_token_ms/adv:0.008 - timing_per_token_ms/ref:0.153 - perf/total_num_tokens:32232.000 - perf/time_per_step:79.959 - perf/throughput:403.107
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.8461538461538463
[36m(TaskRunner pid=7621)[0m step:19 - global_seqlen/min:28186.000 - global_seqlen/max:28186.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:28186.000 - global_seqlen/balanced_max:28186.000 - global_seqlen/mean:28186.000 - actor/entropy_loss:0.660 - training/rollout_probs_diff_max:0.179 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.002 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.864 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.689 - actor/lr:0.000 - training/global_step:19.000 - training/epoch:0.000 - critic/score/mean:0.324 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.324 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.090 - critic/advantages/max:3.523 - critic/advantages/min:-1.920 - critic/returns/mean:0.090 - critic/returns/max:3.523 - critic/returns/min:-1.920 - response_length/mean:138.919 - response_length/max:384.000 - response_length/min:65.000 - response_length/clip_ratio:0.027 - prompt_length/mean:622.865 - prompt_length/max:1395.000 - prompt_length/min:185.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.438 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.312 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.312 - episode/success_rate:0.438 - episode/nq_success_rate:0.417 - episode/hotpotqa_success_rate:0.500 - timing_s/gen:39.375 - timing_s/reward:0.029 - timing_s/old_log_prob:7.634 - timing_s/ref:4.690 - timing_s/adv:0.170 - timing_s/update_actor:30.364 - timing_s/step:82.271 - timing_per_token_ms/gen:7.660 - timing_per_token_ms/update_actor:1.077 - timing_per_token_ms/adv:0.006 - timing_per_token_ms/ref:0.166 - perf/total_num_tokens:28186.000 - perf/time_per_step:82.271 - perf/throughput:342.599
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.909090909090909
[36m(TaskRunner pid=7621)[0m step:20 - global_seqlen/min:22820.000 - global_seqlen/max:22820.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:22820.000 - global_seqlen/balanced_max:22820.000 - global_seqlen/mean:22820.000 - actor/entropy_loss:0.759 - training/rollout_probs_diff_max:0.318 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.002 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:-0.002 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.000 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.584 - actor/lr:0.000 - training/global_step:20.000 - training/epoch:0.000 - critic/score/mean:0.000 - critic/score/max:0.000 - critic/score/min:0.000 - critic/rewards/mean:0.000 - critic/rewards/max:0.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.000 - critic/advantages/max:0.000 - critic/advantages/min:0.000 - critic/returns/mean:0.000 - critic/returns/max:0.000 - critic/returns/min:0.000 - response_length/mean:134.938 - response_length/max:380.000 - response_length/min:57.000 - response_length/clip_ratio:0.000 - prompt_length/mean:578.188 - prompt_length/max:1309.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.000 - episode/reward/max:0.000 - episode/reward/min:0.000 - episode/length/mean:2.000 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.000 - episode/success_rate:0.000 - episode/nq_success_rate:0.000 - timing_s/gen:37.569 - timing_s/reward:0.025 - timing_s/old_log_prob:6.692 - timing_s/ref:4.069 - timing_s/adv:0.152 - timing_s/update_actor:26.223 - timing_s/step:74.737 - timing_per_token_ms/gen:8.700 - timing_per_token_ms/update_actor:1.149 - timing_per_token_ms/adv:0.007 - timing_per_token_ms/ref:0.178 - perf/total_num_tokens:22820.000 - perf/time_per_step:74.737 - perf/throughput:305.338
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.0
[36m(TaskRunner pid=7621)[0m Training Progress:   7%|▋         | 21/300 [29:19<6:30:27, 83.97s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:   7%|▋         | 22/300 [30:37<6:20:46, 82.18s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:   8%|▊         | 23/300 [31:59<6:19:04, 82.11s/it]
[36m(TaskRunner pid=7621)[0m step:21 - global_seqlen/min:35140.000 - global_seqlen/max:35140.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:35140.000 - global_seqlen/balanced_max:35140.000 - global_seqlen/mean:35140.000 - actor/entropy_loss:0.861 - training/rollout_probs_diff_max:0.443 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.215 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:70.946 - actor/lr:0.000 - training/global_step:21.000 - training/epoch:0.000 - critic/score/mean:0.025 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.025 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.083 - critic/advantages/max:3.000 - critic/advantages/min:-1.000 - critic/returns/mean:-0.083 - critic/returns/max:3.000 - critic/returns/min:-1.000 - response_length/mean:169.325 - response_length/max:365.000 - response_length/min:47.000 - response_length/clip_ratio:0.000 - prompt_length/mean:709.175 - prompt_length/max:1497.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.062 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.500 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.500 - episode/success_rate:0.062 - episode/hotpotqa_success_rate:0.000 - episode/nq_success_rate:0.125 - timing_s/gen:40.799 - timing_s/reward:0.010 - timing_s/old_log_prob:8.247 - timing_s/ref:5.065 - timing_s/adv:0.205 - timing_s/update_actor:33.265 - timing_s/step:87.592 - timing_per_token_ms/gen:6.024 - timing_per_token_ms/update_actor:0.947 - timing_per_token_ms/adv:0.006 - timing_per_token_ms/ref:0.144 - perf/total_num_tokens:35140.000 - perf/time_per_step:87.592 - perf/throughput:401.180
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.8333333333333335
[36m(TaskRunner pid=7621)[0m step:22 - global_seqlen/min:26283.000 - global_seqlen/max:26283.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:26283.000 - global_seqlen/balanced_max:26283.000 - global_seqlen/mean:26283.000 - actor/entropy_loss:0.851 - training/rollout_probs_diff_max:0.243 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.000 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.346 - actor/lr:0.000 - training/global_step:22.000 - training/epoch:0.000 - critic/score/mean:0.000 - critic/score/max:0.000 - critic/score/min:0.000 - critic/rewards/mean:0.000 - critic/rewards/max:0.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.000 - critic/advantages/max:0.000 - critic/advantages/min:0.000 - critic/returns/mean:0.000 - critic/returns/max:0.000 - critic/returns/min:0.000 - response_length/mean:162.294 - response_length/max:384.000 - response_length/min:67.000 - response_length/clip_ratio:0.029 - prompt_length/mean:610.735 - prompt_length/max:1354.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.000 - episode/reward/max:0.000 - episode/reward/min:0.000 - episode/length/mean:2.125 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.125 - episode/success_rate:0.000 - episode/hotpotqa_success_rate:0.000 - episode/nq_success_rate:0.000 - timing_s/gen:38.152 - timing_s/reward:0.008 - timing_s/old_log_prob:6.924 - timing_s/ref:4.306 - timing_s/adv:0.136 - timing_s/update_actor:28.472 - timing_s/step:78.001 - timing_per_token_ms/gen:6.914 - timing_per_token_ms/update_actor:1.083 - timing_per_token_ms/adv:0.005 - timing_per_token_ms/ref:0.164 - perf/total_num_tokens:26283.000 - perf/time_per_step:78.001 - perf/throughput:336.957
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.2222222222222223
[36m(TaskRunner pid=7621)[0m step:23 - global_seqlen/min:29916.000 - global_seqlen/max:29916.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:29916.000 - global_seqlen/balanced_max:29916.000 - global_seqlen/mean:29916.000 - actor/entropy_loss:0.784 - training/rollout_probs_diff_max:0.185 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.271 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.202 - actor/lr:0.000 - training/global_step:23.000 - training/epoch:0.000 - critic/score/mean:0.150 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.150 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.025 - critic/advantages/max:0.878 - critic/advantages/min:-3.768 - critic/returns/mean:0.025 - critic/returns/max:0.878 - critic/returns/min:-3.768 - response_length/mean:123.075 - response_length/max:384.000 - response_length/min:53.000 - response_length/clip_ratio:0.025 - prompt_length/mean:624.825 - prompt_length/max:1283.000 - prompt_length/min:184.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.188 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.500 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.500 - episode/success_rate:0.188 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.750 - timing_s/gen:35.536 - timing_s/reward:0.032 - timing_s/old_log_prob:8.090 - timing_s/ref:5.068 - timing_s/adv:0.215 - timing_s/update_actor:32.986 - timing_s/step:81.934 - timing_per_token_ms/gen:7.218 - timing_per_token_ms/update_actor:1.103 - timing_per_token_ms/adv:0.007 - timing_per_token_ms/ref:0.169 - perf/total_num_tokens:29916.000 - perf/time_per_step:81.934 - perf/throughput:365.123
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 1.8823529411764706
[36m(TaskRunner pid=7621)[0m Training Progress:   8%|▊         | 24/300 [33:24<6:21:47, 83.00s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:   8%|▊         | 25/300 [34:43<6:14:36, 81.73s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:   9%|▊         | 26/300 [36:08<6:18:17, 82.84s/it]
[36m(TaskRunner pid=7621)[0m step:24 - global_seqlen/min:24417.000 - global_seqlen/max:24417.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:24417.000 - global_seqlen/balanced_max:24417.000 - global_seqlen/mean:24417.000 - actor/entropy_loss:0.763 - training/rollout_probs_diff_max:0.240 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.012 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.001 - actor/pg_clipfrac:0.002 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.756 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:55.454 - actor/lr:0.000 - training/global_step:24.000 - training/epoch:0.000 - critic/score/mean:0.531 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.531 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.092 - critic/advantages/max:1.739 - critic/advantages/min:-3.055 - critic/returns/mean:-0.092 - critic/returns/max:1.739 - critic/returns/min:-3.055 - response_length/mean:172.562 - response_length/max:384.000 - response_length/min:60.000 - response_length/clip_ratio:0.031 - prompt_length/mean:590.469 - prompt_length/max:1411.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.562 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.000 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.000 - episode/success_rate:0.562 - episode/hotpotqa_success_rate:0.583 - episode/nq_success_rate:0.500 - timing_s/gen:48.181 - timing_s/reward:0.026 - timing_s/old_log_prob:6.529 - timing_s/ref:4.059 - timing_s/adv:0.183 - timing_s/update_actor:26.081 - timing_s/step:85.066 - timing_per_token_ms/gen:8.725 - timing_per_token_ms/update_actor:1.068 - timing_per_token_ms/adv:0.007 - timing_per_token_ms/ref:0.166 - perf/total_num_tokens:24417.000 - perf/time_per_step:85.066 - perf/throughput:287.034
